player_name,team_name,appearances,minutesPlayed,goals,expectedGoals,shotsOnTarget,totalShots,bigChancesMissed,bigChancesCreated,goalConversionPercentage,headedGoals,shotsFromInsideTheBox,assists,expectedAssists,keyPasses,totalPasses,accuratePasses,accuratePassesPercentage,accurateLongBalls,accurateLongBallsPercentage,accurateCrosses,accurateCrossesPercentage,totalCross,accurateFinalThirdPasses,passToAssist,successfulDribbles,successfulDribblesPercentage,totalContest,touches,dispossessed,possessionLost,possessionWonAttThird,wasFouled,ballRecovery,offsides,tackles,tacklesWon,interceptions,blockedShots,clearances,outfielderBlocks,errorLeadToGoal,errorLeadToShot,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,dribbledPast,duelLost,fouls,yellowCards,redCards,penaltyConceded,penaltyWon,saves,goalsPrevented,cleanSheet,goalsConceded,penaltySave,penaltyFaced,highClaims,runsOut,successfulRunsOut,punches,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,crossesNotClaimed,penaltiesTaken,penaltyGoals,rating,league,accumulation,season,master_id,player_name_us,player_name_tm,player_id_tm,goals_p90,expectedGoals_p90,shotsOnTarget_p90,totalShots_p90,bigChancesMissed_p90,bigChancesCreated_p90,goalConversionPercentage_p90,headedGoals_p90,shotsFromInsideTheBox_p90,assists_p90,expectedAssists_p90,keyPasses_p90,totalPasses_p90,accuratePasses_p90,accuratePassesPercentage_p90,accurateLongBalls_p90,accurateLongBallsPercentage_p90,accurateCrosses_p90,accurateCrossesPercentage_p90,totalCross_p90,accurateFinalThirdPasses_p90,passToAssist_p90,successfulDribbles_p90,successfulDribblesPercentage_p90,totalContest_p90,touches_p90,dispossessed_p90,possessionLost_p90,possessionWonAttThird_p90,wasFouled_p90,ballRecovery_p90,offsides_p90,tackles_p90,tacklesWon_p90,interceptions_p90,blockedShots_p90,clearances_p90,outfielderBlocks_p90,errorLeadToGoal_p90,errorLeadToShot_p90,groundDuelsWon_p90,groundDuelsWonPercentage_p90,aerialDuelsWon_p90,aerialDuelsWonPercentage_p90,dribbledPast_p90,duelLost_p90,fouls_p90,yellowCards_p90,redCards_p90,penaltyConceded_p90,penaltyWon_p90,saves_p90,goalsPrevented_p90,cleanSheet_p90,goalsConceded_p90,penaltySave_p90,penaltyFaced_p90,highClaims_p90,runsOut_p90,successfulRunsOut_p90,punches_p90,savedShotsFromInsideTheBox_p90,savedShotsFromOutsideTheBox_p90,crossesNotClaimed_p90,penaltiesTaken_p90,penaltyGoals_p90,rating_p90,accumulation_p90,shots_us,xGChain_us,xGBuildup_us,xA_us,ppda,oppda,deep,odc,xg,xg_against,np_xg,xp,position_tm,age_tm,height,nationality,market_value,contract_expires,date_of_birth,joined,signed_from,postes_list
Marcus Edwards,Burnley,23,1073,1,1.49,6,23,2,6,4.35,0,14,3,1.85,20,338,279,82.54,6,50.0,5,25.0,20,133,0,14,36.84,38,548,28,170,8,18,50,1,11,5,2,9,4,0.0,0,0,43,36.75,2,20.0,17,82,7,0,0,0,0,0,,0,18,0,0,0,0,0,0,0,0,0,0,0,6.68,England Premier League,total,25/26,6cac1852c2b0,Marcus Edwards,Marcus Edwards,314367.0,0.08,0.12,0.5,1.93,0.17,0.5,4.35,0.0,1.17,0.25,0.16,1.68,28.35,23.4,82.54,0.5,50.0,0.42,25.0,1.68,11.16,0.0,1.17,36.84,3.19,45.96,2.35,14.26,0.67,1.51,4.19,0.08,0.92,0.42,0.17,0.75,0.34,0.0,0.0,0.0,3.61,36.75,0.17,20.0,1.43,6.88,0.59,0.0,0.0,0.0,0.0,0.0,,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,per90,23.0,6.092996638268232,3.1580835357308388,2.546008862555027,13.956387044716806,11.769921940782725,163.0,363.0,36.941275,82.584076,35.418942,24.3057,Right Winger,27.0,1.68,England,€8.00m,"Jun 30, 2029","Dec 3, 1998","Jul 1, 2025",,"[""W""]"
Habib Diarra,Sunderland,20,1407,2,3.41,8,26,2,1,7.69,0,18,2,0.83,7,436,357,81.88,4,26.67,4,12.5,32,126,0,6,27.27,22,647,14,152,10,27,48,3,14,7,4,4,13,0.0,0,1,47,45.19,11,45.83,7,70,20,6,0,0,1,0,,4,19,0,0,0,0,0,0,0,0,0,1,1,6.68,England Premier League,total,25/26,ba83d625938e,Habib Diarra,Habib Diarra,876631.0,0.13,0.22,0.51,1.66,0.13,0.06,7.69,0.0,1.15,0.13,0.05,0.45,27.89,22.84,81.88,0.26,26.67,0.26,12.5,2.05,8.06,0.0,0.38,27.27,1.41,41.39,0.9,9.72,0.64,1.73,3.07,0.19,0.9,0.45,0.26,0.26,0.83,0.0,0.0,0.06,3.01,45.19,0.7,45.83,0.45,4.48,1.28,0.38,0.0,0.0,0.06,0.0,,0.26,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,6.68,per90,26.0,4.116263935342431,1.8810110297054048,0.644760662689805,13.660759223603952,11.04979268639203,212.0,305.0,43.136381,60.336975,39.3305746,42.0286,Central Midfield,22.0,1.78,Senegal,€32.00m,"Jun 30, 2030","Jan 3, 2004","Jul 1, 2025",,"[""CM""]"
Hugo Bueno,Wolverhampton,35,2375,1,0.86,6,16,0,6,6.25,0,8,2,3.51,38,848,683,80.54,25,33.78,58,34.73,167,179,0,31,40.26,77,1692,32,426,5,24,115,3,67,39,38,4,67,4.0,0,2,122,48.61,19,45.24,34,152,18,3,0,1,0,0,,3,44,0,0,0,0,0,0,0,0,0,0,0,6.67,England Premier League,total,25/26,8d473c783bc1,Hugo Bueno,Hugo Bueno,698678.0,0.04,0.03,0.23,0.61,0.0,0.23,6.25,0.0,0.3,0.08,0.13,1.44,32.13,25.88,80.54,0.95,33.78,2.2,34.73,6.33,6.78,0.0,1.17,40.26,2.92,64.12,1.21,16.14,0.19,0.91,4.36,0.11,2.54,1.48,1.44,0.15,2.54,0.15,0.0,0.08,4.62,48.61,0.72,45.24,1.29,5.76,0.68,0.11,0.0,0.04,0.0,0.0,,0.11,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,per90,16.0,5.543084159493446,2.929296974092722,3.683292493224144,,,,,,,,,Left-Back,23.0,1.8,Spain,€12.00m,"Jun 30, 2028","Sep 18, 2002","Jul 1, 2022",,"[""FB""]"
Jadon Sancho,Aston Villa,23,891,0,0.58,3,10,1,3,0.0,0,8,2,1.94,21,378,316,83.6,2,66.67,3,13.04,23,169,0,16,55.17,29,527,9,128,3,2,26,3,7,3,2,6,9,0.0,1,1,25,43.86,3,33.33,7,38,3,0,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,6.67,England Premier League,total,25/26,854df68e067e,Jadon Sancho,Jadon Sancho,401173.0,0.0,0.06,0.3,1.01,0.1,0.3,0.0,0.0,0.81,0.2,0.2,2.12,38.18,31.92,83.6,0.2,66.67,0.3,13.04,2.32,17.07,0.0,1.62,55.17,2.93,53.23,0.91,12.93,0.3,0.2,2.63,0.3,0.71,0.3,0.2,0.61,0.91,0.0,0.1,0.1,2.53,43.86,0.3,33.33,0.71,3.84,0.3,0.0,0.0,0.0,0.0,0.0,,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,per90,10.0,5.16943079046905,3.2196586038917303,2.0520169995725155,13.049546844228033,10.937199100799749,293.0,217.0,56.203311,56.682839,56.203311,51.0701,Left Winger,26.0,1.8,England,€20.00m,"Jun 30, 2026","Mar 25, 2000","Sep 1, 2025",,"[""W""]"
Nick Woltemade,Newcastle United,33,1939,8,6.59,13,32,6,5,25.0,2,30,3,1.53,22,384,293,76.3,8,53.33,0,0.0,3,115,0,13,37.14,35,680,42,216,13,20,53,8,24,12,5,8,21,2.0,0,0,57,38.0,35,38.46,11,149,20,0,0,0,0,0,,1,29,0,0,0,0,0,0,0,0,0,1,1,6.67,England Premier League,total,25/26,ba972f722539,Nick Woltemade,Nick Woltemade,455661.0,0.37,0.31,0.6,1.49,0.28,0.23,25.0,0.09,1.39,0.14,0.07,1.02,17.82,13.6,76.3,0.37,53.33,0.0,0.0,0.14,5.34,0.0,0.6,37.14,1.62,31.56,1.95,10.03,0.6,0.93,2.46,0.37,1.11,0.56,0.23,0.37,0.97,0.09,0.0,0.0,2.65,38.0,1.62,38.46,0.51,6.92,0.93,0.0,0.0,0.0,0.0,0.0,,0.05,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,6.67,per90,0.0,0.5924015045166016,0.2447298914194107,0.3476715981960296,10.6992005648607,12.218485516125575,274.0,280.0,60.613249,57.312037,56.046229,54.8333,Centre-Forward,24.0,1.98,Germany,€65.00m,"Jul 1, 2031","Feb 14, 2002","Aug 30, 2025",,"[""CF""]"
Hjalmar Ekdal,Burnley,19,1539,0,0.26,1,6,1,0,0.0,0,6,0,0.27,4,681,579,85.02,30,38.46,0,0.0,1,38,0,2,50.0,4,925,4,116,0,7,49,2,24,16,12,2,125,13.0,1,1,31,67.39,52,61.9,4,47,5,0,0,0,0,0,,2,34,0,0,0,0,0,0,0,0,0,0,0,6.67,England Premier League,total,25/26,2a23d450b7ce,Hjalmar Ekdal,Hjalmar Ekdal,392179.0,0.0,0.02,0.06,0.35,0.06,0.0,0.0,0.0,0.35,0.0,0.02,0.23,39.82,33.86,85.02,1.75,38.46,0.0,0.0,0.06,2.22,0.0,0.12,50.0,0.23,54.09,0.23,6.78,0.0,0.41,2.87,0.12,1.4,0.94,0.7,0.12,7.31,0.76,0.06,0.06,1.81,67.39,3.04,61.9,0.23,2.75,0.29,0.0,0.0,0.0,0.0,0.0,,0.12,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,per90,6.0,2.7116604670882225,2.586940612643957,0.1681445082649588,13.956387044716806,11.769921940782725,163.0,363.0,36.941275,82.584076,35.418942,24.3057,Centre-Back,27.0,1.87,Sweden,€6.00m,"Jun 30, 2027","Oct 21, 1998","Jan 21, 2023",,"[""CB""]"
Victor Lindelöf,Aston Villa,17,985,0,0.28,0,3,1,1,0.0,0,3,1,0.12,2,639,602,94.21,13,48.15,0,0.0,0,47,0,0,0.0,0,717,2,41,0,1,19,0,7,3,8,0,34,5.0,0,0,8,57.14,11,64.71,2,12,2,0,0,0,0,0,,1,15,0,0,0,0,0,0,0,0,0,0,0,6.67,England Premier League,total,25/26,b9e0fa8c792f,Victor Lindelöf,Victor Lindelöf,184573.0,0.0,0.03,0.0,0.27,0.09,0.09,0.0,0.0,0.27,0.09,0.01,0.18,58.39,55.01,94.21,1.19,48.15,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,65.51,0.18,3.75,0.0,0.09,1.74,0.0,0.64,0.27,0.73,0.0,3.11,0.46,0.0,0.0,0.73,57.14,1.01,64.71,0.18,1.1,0.18,0.0,0.0,0.0,0.0,0.0,,0.09,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,per90,3.0,2.5445900056511164,2.527874367311597,0.5980998799204826,13.049546844228033,10.937199100799749,293.0,217.0,56.203311,56.682839,56.203311,51.0701,Centre-Back,31.0,1.87,Sweden,€6.00m,"Jun 30, 2027","Jul 17, 1994","Sep 1, 2025",,"[""CB""]"
Kyle Walker-Peters,West Ham United,23,1396,1,1.13,3,5,0,1,20.0,0,5,0,0.38,7,596,510,85.57,15,37.5,1,5.0,20,152,0,16,66.67,24,968,17,160,7,25,59,1,44,30,9,0,34,4.0,1,0,85,65.38,12,38.71,11,64,12,2,0,0,0,0,,4,25,0,0,0,0,0,0,0,0,0,0,0,6.67,England Premier League,total,25/26,02e47d81a790,Kyle Walker-Peters,Kyle Walker-Peters,341051.0,0.06,0.07,0.19,0.32,0.0,0.06,20.0,0.0,0.32,0.0,0.02,0.45,38.42,32.88,85.57,0.97,37.5,0.06,5.0,1.29,9.8,0.0,1.03,66.67,1.55,62.41,1.1,10.32,0.45,1.61,3.8,0.06,2.84,1.93,0.58,0.0,2.19,0.26,0.06,0.0,5.48,65.38,0.77,38.71,0.71,4.13,0.77,0.13,0.0,0.0,0.0,0.0,,0.26,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,per90,5.0,4.904916271567345,3.5975223556160927,0.3569928742945194,,,,,,,,,Right-Back,29.0,1.73,England,€13.00m,"Jun 30, 2028","Apr 13, 1997","Jul 20, 2025",,"[""FB""]"
Emile Smith Rowe,Fulham,37,1943,3,4.77,11,36,5,1,8.33,1,28,0,1.11,18,920,838,91.09,9,64.29,1,7.69,13,288,0,14,48.28,29,1223,31,185,7,17,71,3,35,21,22,11,18,1.0,0,2,65,52.0,7,35.0,6,73,10,1,0,0,0,0,,0,27,0,0,0,0,0,0,0,0,0,0,0,6.67,England Premier League,total,25/26,db1c0094cfca,Emile Smith-Rowe,Emile Smith Rowe,392765.0,0.14,0.22,0.51,1.67,0.23,0.05,8.33,0.05,1.3,0.0,0.05,0.83,42.61,38.82,91.09,0.42,64.29,0.05,7.69,0.6,13.34,0.0,0.65,48.28,1.34,56.65,1.44,8.57,0.32,0.79,3.29,0.14,1.62,0.97,1.02,0.51,0.83,0.05,0.0,0.09,3.01,52.0,0.32,35.0,0.28,3.38,0.46,0.05,0.0,0.0,0.0,0.0,,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,per90,36.0,8.591270301491022,4.14689252525568,1.417598308995366,13.324169554118203,15.13569584244702,295.0,257.0,49.581085,60.843823,45.775238,45.0773,Attacking Midfield,25.0,1.82,England,€22.00m,"Jun 30, 2029","Jul 28, 2000","Aug 2, 2024",,"[""AM""]"
Reinildo Mandava,Sunderland,25,1969,0,0.18,0,4,0,0,0.0,0,3,1,0.7,6,814,699,85.87,24,35.82,4,17.39,23,134,0,15,55.56,27,1265,13,208,5,35,90,1,39,23,31,2,81,14.0,1,0,87,55.06,34,54.84,16,99,32,7,1,1,1,0,,6,26,0,0,0,0,0,0,0,0,0,0,0,6.67,England Premier League,total,25/26,57e1393a3905,Reinildo,Reinildo Mandava,240692.0,0.0,0.01,0.0,0.18,0.0,0.0,0.0,0.0,0.14,0.05,0.03,0.27,37.21,31.95,85.87,1.1,35.82,0.18,17.39,1.05,6.12,0.0,0.69,55.56,1.23,57.82,0.59,9.51,0.23,1.6,4.11,0.05,1.78,1.05,1.42,0.09,3.7,0.64,0.05,0.0,3.98,55.06,1.55,54.84,0.73,4.53,1.46,0.32,0.05,0.05,0.05,0.0,,0.27,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,per90,4.0,3.946844458580017,3.70530366525054,0.2958913259208202,13.660759223603952,11.04979268639203,212.0,305.0,43.136381,60.336975,39.3305746,42.0286,Left-Back,32.0,1.8,Mozambique,€5.00m,"Jun 30, 2027","Jan 21, 1994","Jul 8, 2025",,"[""FB""]"
Aaron Ramsdale,Newcastle United,12,1003,0,,0,0,0,0,0.0,0,0,0,0.02,1,400,267,66.75,55,29.73,0,0.0,0,16,0,0,0.0,0,507,0,135,0,1,89,0,0,0,0,0,10,0.0,0,1,1,100.0,5,71.43,0,2,0,2,0,0,0,25,-0.45,1,17,0,3,11,8,8,6,16,9,0,0,0,6.67,England Premier League,total,25/26,e2e869a116af,Aaron Ramsdale,Aaron Ramsdale,427568.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,35.89,23.96,66.75,4.94,29.73,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,45.49,0.0,12.11,0.0,0.09,7.99,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09,0.09,100.0,0.45,71.43,0.0,0.18,0.0,0.18,0.0,0.0,0.0,2.24,-0.04,0.09,1.53,0.0,0.27,0.99,0.72,0.72,0.54,1.44,0.81,0.0,0.0,0.0,6.67,per90,0.0,2.482472578063607,2.411471823230386,0.0710007473826408,10.6992005648607,12.218485516125575,274.0,280.0,60.613249,57.312037,56.046229,54.8333,Goalkeeper,28.0,1.9,England,€12.00m,"Jun 30, 2026","May 14, 1998","Aug 2, 2025",,"[""GK""]"
Keane Lewis-Potter,Brentford,36,1990,3,3.04,9,31,2,6,9.68,1,19,3,2.5,19,568,441,77.64,24,30.0,22,31.88,69,145,0,16,36.36,44,993,15,266,7,36,96,3,23,14,12,12,37,2.0,1,0,75,52.08,11,28.21,11,97,15,1,0,0,0,0,,5,32,0,0,0,0,0,0,0,0,0,0,0,6.66,England Premier League,total,25/26,e7ab321d11b8,Keane Lewis-Potter,Keane Lewis-Potter,644401.0,0.14,0.14,0.41,1.4,0.09,0.27,9.68,0.05,0.86,0.14,0.11,0.86,25.69,19.94,77.64,1.09,30.0,0.99,31.88,3.12,6.56,0.0,0.72,36.36,1.99,44.91,0.68,12.03,0.32,1.63,4.34,0.14,1.04,0.63,0.54,0.54,1.67,0.09,0.05,0.0,3.39,52.08,0.5,28.21,0.5,4.39,0.68,0.05,0.0,0.0,0.0,0.0,,0.23,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,per90,31.0,7.842858789488673,3.1916828025132418,2.714283775538206,11.640723184624113,12.110689138704648,240.0,278.0,66.256674,59.110111,58.644998,57.2441,Left Midfield,25.0,1.7,England,€25.00m,"Jun 30, 2031","Feb 22, 2001","Jul 12, 2022",,"[""W"", ""CM""]"
Benoît Badiashile,Chelsea,8,471,0,,0,0,0,0,0.0,0,0,0,0.07,0,439,408,92.94,19,55.88,0,0.0,0,25,0,0,0.0,0,499,0,35,1,2,16,0,7,4,10,0,27,4.0,1,1,9,60.0,8,47.06,1,15,6,2,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,6.66,England Premier League,total,25/26,b1e2e820373a,Benoit Badiashile Mukinayi,Benoît Badiashile,463603.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,83.89,77.96,92.94,3.63,55.88,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,95.35,0.0,6.69,0.19,0.38,3.06,0.0,1.34,0.76,1.91,0.0,5.16,0.76,0.19,0.19,1.72,60.0,1.53,47.06,0.19,2.87,1.15,0.38,0.0,0.0,0.0,0.0,,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,per90,0.0,1.0458098985254765,1.0458098985254765,0.0,10.61801947096298,17.233086503424232,273.0,252.0,72.21246,58.117463,66.123101,58.8512,Centre-Back,25.0,1.94,France,€18.00m,"Jun 30, 2030","Mar 26, 2001","Jan 5, 2023",,"[""CB""]"
Jack Hinshelwood,Brighton & Hove Albion,27,1750,4,4.92,15,37,6,2,10.81,1,30,3,2.34,15,632,522,82.59,9,37.5,0,0.0,7,150,0,3,33.33,9,842,9,163,9,12,61,2,19,14,5,8,25,5.0,0,2,34,36.56,12,34.29,13,82,33,0,0,0,0,0,,1,23,0,0,0,0,0,0,0,0,0,0,0,6.66,England Premier League,total,25/26,21ac0fef0190,Jack Hinshelwood,Jack Hinshelwood,867688.0,0.21,0.25,0.77,1.9,0.31,0.1,10.81,0.05,1.54,0.15,0.12,0.77,32.5,26.85,82.59,0.46,37.5,0.0,0.0,0.36,7.71,0.0,0.15,33.33,0.46,43.3,0.46,8.38,0.46,0.62,3.14,0.1,0.98,0.72,0.26,0.41,1.29,0.26,0.0,0.1,1.75,36.56,0.62,34.29,0.67,4.22,1.7,0.0,0.0,0.0,0.0,0.0,,0.05,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,per90,37.0,11.615752866491675,5.945451917126775,2.3572685150429606,,,,,,,,,Defensive Midfield,21.0,1.82,England,€22.00m,"Jun 30, 2029","Apr 11, 2005","Jul 1, 2023",,"[""DM""]"
Myles Lewis-Skelly,Arsenal,20,722,0,0.11,0,2,0,0,0.0,0,2,0,0.2,4,382,350,91.62,9,56.25,0,0.0,0,80,0,8,80.0,10,506,7,58,1,16,30,1,8,5,5,1,11,1.0,0,1,32,58.18,6,35.29,4,34,10,3,0,0,0,0,,2,8,0,0,0,0,0,0,0,0,0,0,0,6.66,England Premier League,total,25/26,5deaf4fe0b48,Myles Lewis-Skelly,Myles Lewis-Skelly,890721.0,0.0,0.01,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.02,0.5,47.62,43.63,91.62,1.12,56.25,0.0,0.0,0.0,9.97,0.0,1.0,80.0,1.25,63.07,0.87,7.23,0.12,1.99,3.74,0.12,1.0,0.62,0.62,0.12,1.37,0.12,0.0,0.12,3.99,58.18,0.75,35.29,0.5,4.24,1.25,0.37,0.0,0.0,0.0,0.0,,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,per90,2.0,2.1258894726634026,1.9670009650290008,0.1785307899117469,10.32583157115106,15.205794222229812,349.0,142.0,77.486613,33.1338052,74.441933,79.8749,Left-Back,19.0,1.78,England,€35.00m,"Jun 30, 2030","Sep 26, 2006","Jul 1, 2024",,"[""FB""]"
Leny Yoro,Manchester United,32,1748,0,1.39,3,9,2,0,0.0,0,9,0,0.63,4,987,873,88.45,36,48.0,1,33.33,3,132,0,2,66.67,3,1240,5,143,2,5,73,2,32,21,31,1,85,11.0,0,3,39,55.71,44,56.41,8,65,17,1,0,1,0,0,,1,33,0,0,0,0,0,0,0,0,0,0,0,6.66,England Premier League,total,25/26,02d8319b1fb6,Leny Yoro,Leny Yoro,923831.0,0.0,0.07,0.15,0.46,0.1,0.0,0.0,0.0,0.46,0.0,0.03,0.21,50.82,44.95,88.45,1.85,48.0,0.05,33.33,0.15,6.8,0.0,0.1,66.67,0.15,63.84,0.26,7.36,0.1,0.26,3.76,0.1,1.65,1.08,1.6,0.05,4.38,0.57,0.0,0.15,2.01,55.71,2.27,56.41,0.41,3.35,0.88,0.05,0.0,0.05,0.0,0.0,,0.05,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,per90,9.0,4.670362060889602,4.498527536168695,0.2197452150285244,11.43210841499807,12.13887487890089,285.0,266.0,72.18836999999999,50.281424,67.621346,64.446,Centre-Back,20.0,1.9,France,€50.00m,"Jun 30, 2029","Nov 13, 2005","Jul 18, 2024",,"[""CB""]"
Callum Wilson,West Ham United,32,1262,7,7.66,16,38,7,1,18.42,2,32,1,0.55,8,156,101,64.74,1,25.0,1,20.0,5,51,0,13,48.15,27,381,21,154,9,14,28,9,4,2,3,10,5,2.0,0,0,31,37.35,19,29.69,5,97,12,1,0,0,0,0,,0,24,0,0,0,0,0,0,0,0,0,0,0,6.66,England Premier League,total,25/26,5e4815858e0d,Callum Wilson,Callum Wilson,123682.0,0.5,0.55,1.14,2.71,0.5,0.07,18.42,0.14,2.28,0.07,0.04,0.57,11.13,7.2,64.74,0.07,25.0,0.07,20.0,0.36,3.64,0.0,0.93,48.15,1.93,27.17,1.5,10.98,0.64,1.0,2.0,0.64,0.29,0.14,0.21,0.71,0.36,0.14,0.0,0.0,2.21,37.35,1.35,29.69,0.36,6.92,0.86,0.07,0.0,0.0,0.0,0.0,,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,per90,38.0,6.896431270986795,0.6376099903136492,1.0267592892050743,,,,,,,,,Centre-Forward,34.0,1.8,England,€5.00m,"Jun 30, 2026","Feb 27, 1992","Aug 2, 2025",,"[""CF""]"
Marc Cucurella,Chelsea,34,2710,1,2.35,6,20,1,6,5.0,1,14,4,3.21,39,1445,1268,87.75,43,47.78,13,30.23,43,331,0,1,33.33,3,2029,7,265,5,29,113,5,55,40,32,6,87,8.0,0,1,84,52.83,36,52.17,22,108,45,8,1,0,0,0,,9,37,0,0,0,0,0,0,0,0,0,0,0,6.66,England Premier League,total,25/26,3682f88694f9,Marc Cucurella,Marc Cucurella,284857.0,0.03,0.08,0.2,0.66,0.03,0.2,5.0,0.03,0.46,0.13,0.11,1.3,47.99,42.11,87.75,1.43,47.78,0.43,30.23,1.43,10.99,0.0,0.03,33.33,0.1,67.38,0.23,8.8,0.17,0.96,3.75,0.17,1.83,1.33,1.06,0.2,2.89,0.27,0.0,0.03,2.79,52.83,1.2,52.17,0.73,3.59,1.49,0.27,0.03,0.0,0.0,0.0,,0.3,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,per90,20.0,15.159206625074148,12.003521535545588,4.541678033769131,10.61801947096298,17.233086503424232,273.0,252.0,72.21246,58.117463,66.123101,58.8512,Left-Back,27.0,1.73,Spain,€50.00m,"Jun 30, 2028","Jul 22, 1998","Aug 5, 2022",,"[""FB""]"
David Brooks,Bournemouth,31,1220,1,5.83,13,48,11,8,2.08,0,35,3,3.3,26,445,343,77.08,12,46.15,11,18.64,59,164,0,17,41.46,41,734,10,223,7,13,56,2,19,13,4,17,15,0.0,0,0,49,42.98,6,31.58,20,78,11,7,0,0,0,0,,0,20,0,0,0,0,0,0,0,0,0,0,0,6.65,England Premier League,total,25/26,9bcde1647284,David Brooks,David Brooks,277033.0,0.07,0.43,0.96,3.54,0.81,0.59,2.08,0.0,2.58,0.22,0.24,1.92,32.83,25.3,77.08,0.89,46.15,0.81,18.64,4.35,12.1,0.0,1.25,41.46,3.02,54.15,0.74,16.45,0.52,0.96,4.13,0.15,1.4,0.96,0.3,1.25,1.11,0.0,0.0,0.0,3.61,42.98,0.44,31.58,1.48,5.75,0.81,0.52,0.0,0.0,0.0,0.0,,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,per90,48.0,12.195374373346567,2.6664827950298786,4.196839664131403,10.676201343001743,10.939113123703574,275.0,274.0,66.834552,56.769789,62.267542,60.3276,Right Winger,28.0,1.73,Wales,€14.00m,"Jun 30, 2029","Jul 8, 1997","Jul 1, 2018",,"[""W""]"
Saša Lukić,Fulham,26,1734,1,2.26,6,18,3,3,5.56,1,11,2,1.91,28,730,625,85.62,9,52.94,19,27.94,68,172,0,6,54.55,11,1057,9,188,5,25,71,2,49,27,18,5,36,9.0,0,2,80,51.61,23,40.35,10,109,53,9,0,0,0,0,,4,22,0,0,0,0,0,0,0,0,0,0,0,6.65,England Premier League,total,25/26,a9e32451b05a,Sasa Lukic,Saša Lukić,245056.0,0.05,0.12,0.31,0.93,0.16,0.16,5.56,0.05,0.57,0.1,0.1,1.45,37.89,32.44,85.62,0.47,52.94,0.99,27.94,3.53,8.93,0.0,0.31,54.55,0.57,54.86,0.47,9.76,0.26,1.3,3.69,0.1,2.54,1.4,0.93,0.26,1.87,0.47,0.0,0.1,4.15,51.61,1.19,40.35,0.52,5.66,2.75,0.47,0.0,0.0,0.0,0.0,,0.21,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,per90,18.0,6.226264594122768,3.358000723645091,2.163257449865341,13.324169554118203,15.13569584244702,295.0,257.0,49.581085,60.843823,45.775238,45.0773,Central Midfield,29.0,1.82,Serbia,€12.00m,"Jun 30, 2027","Aug 13, 1996","Jan 31, 2023",,"[""CM""]"
